Wash,garment,Before transfer area,After transfer area,value
W050,5VcottonG3,0,0,0
W050,5VcottonG4,0,0,0
W050,5VcottonG4,0,0.038,0.038
W050,5VcottonG5,0,0,0
W050,5VcottonG5,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0.012,0,-0.012
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0.028,0.028
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG1,0,0,0
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0.019,0.019
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0.074,0.074
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0,0
W051,5VcottonG2,0,0.075,0.075
W051,5VcottonG2,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0.078,0.078
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG3,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0,0
W051,5VcottonG4,0,0.016,0.016
W051,5VcottonG5,0.016,0,-0.016
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
W051,5VcottonG5,0,0,0
